,Requested Pick Up Time,# of Pass-engers,Pick Up Location,Drop Off Location,Cancellation Time,Pickup Time,Drop Off Time,Wait Time (min),Passenger Canceled?,Cancellation Message,lat,long
630,2/11/19 21:03,1,"2324 East Belleview Place, Milwaukee, Wisconsin 53211, United States",Englemann,2/11/19 21:12,,,,yes,I'm not ready to go,43.0662147,-87.8809753
631,2/11/19 21:04,1,"2859 North Cramer Street, Milwaukee, Wisconsin 53211, United States",Englemann,2/11/19 21:04,,,,yes,I'm not ready to go,43.070782,-87.88705
632,2/11/19 21:04,1,Library,"2925 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",2/11/19 21:27,,,,yes,I'm not ready to go,,Library
633,2/11/19 21:04,1,"2974 North Cramer Street, Milwaukee, Wisconsin 53211, United States","1501 East Newport Avenue, Milwaukee, Wisconsin 53211, United States",2/11/19 21:26,,,,yes,I'm not ready to go,43.072605,-87.886304
634,2/11/19 21:05,1,"2508 East Belleview Place, Milwaukee, Wisconsin 53211, United States",Union North,2/11/19 21:18,,,,yes,Wait time is too long,43.0663184,-87.8791012
635,2/11/19 21:05,2,"3044 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/11/19 21:23,2/11/19 21:27,18.0,no,,43.07382200000001,-87.8788469
636,2/11/19 21:06,1,Library,"2745 North Cramer Street, Milwaukee, Wisconsin 53211, United States",2/11/19 21:29,,,,no,No show,,Library
637,2/11/19 21:07,1,Kane and Arlington,Planet Fitness - Capitol,,2/11/19 22:03,2/11/19 22:25,56.0,no,,,Kane and Arlington
638,2/11/19 21:07,1,"2414 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","UWM Klotsche Center & Pavilion, 3409 N Downer Ave., Milwaukee, Wisconsin, United States, 53211",,2/11/19 21:36,2/11/19 21:41,28.0,no,,43.0617758,-87.8876461
639,2/11/19 21:07,1,"3568 N Oakland Ave, Shorewood, WI 53211, USA",Sandburg,2/11/19 21:41,,,,no,No show,43.0834492,-87.887383
640,2/11/19 21:08,1,"3575 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",Englemann,,2/11/19 21:23,2/11/19 21:25,14.0,no,,43.0835882,-87.8879436
641,2/11/19 21:08,1,"2859 North Cramer Street, Milwaukee, Wisconsin 53211, United States",Englemann,,2/11/19 21:42,2/11/19 21:44,33.0,no,,43.070782,-87.88705
642,2/11/19 21:10,1,Sandburg,"2935 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",2/11/19 21:49,,,,no,No show,,Sandburg
643,2/11/19 21:11,1,"Qdoba Mexican Grill, 3101 N Oakland Ave, Milwaukee, Wisconsin, United States, 53211","2971 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",2/11/19 21:36,,,,yes,Wait time is too long,43.0748027,-87.8880521
644,2/11/19 21:13,1,Library,"3304 North Newhall Street, Milwaukee, Wisconsin 53211, United States",2/11/19 21:13,,,,yes,I'm not ready to go,,Library
645,2/11/19 21:13,1,"3062 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","2 Sweet International & Delight, 2128 E Locust St, Milwaukee, Wisconsin 53211, United States",,2/11/19 21:55,2/11/19 21:57,41.0,no,,43.074171,-87.8874979
646,2/11/19 21:13,1,Library,7-Eleven - Oakland,2/11/19 21:29,,,,yes,Wait time is too long,,Library
647,2/11/19 21:16,3,"3264 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/11/19 22:01,2/11/19 22:04,44.0,no,,43.0770389,-87.877561
648,2/11/19 21:16,1,"3028 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States","2223 East Webster Place, Milwaukee, Wisconsin 53211, United States",,2/11/19 22:12,2/11/19 22:15,55.0,no,,43.07349,-87.881326
649,2/11/19 21:17,2,Comet Cafe,Cambridge Commons,,2/11/19 22:02,2/11/19 22:05,44.0,no,,,Comet Cafe
650,2/11/19 21:18,1,"2324 East Belleview Place, Milwaukee, Wisconsin 53211, United States",Englemann,,2/11/19 22:21,2/11/19 22:26,63.0,no,,43.0662147,-87.8809753
651,2/11/19 21:18,1,"1827 East Park Place, Milwaukee, Wisconsin 53211, United States","UWM Engelmann Stadium, 2033 E Hartford Ave, Milwaukee, Wisconsin, United States, 53211",,2/11/19 21:58,2/11/19 22:02,40.0,no,,43.0672235,-87.8870503
652,2/11/19 21:18,1,Sandburg,"3046 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 22:04,2/11/19 22:08,46.0,no,,,Sandburg
653,2/11/19 21:19,1,"3040 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","UWM Golda Meir Library, 2311 E Hartford Ave, Milwaukee, Wisconsin, United States, 53211",2/11/19 21:19,,,,yes,I'm not ready to go,43.073715,-87.8825449
654,2/11/19 21:19,1,Sandburg,"2968 North Newhall Street, Milwaukee, Wisconsin 53211, United States",,2/11/19 22:04,2/11/19 22:12,45.0,no,,,Sandburg
655,2/11/19 21:20,1,"2545 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States","3975 N Cramer St, Shorewood, WI 53211, USA",2/11/19 21:31,,,,yes,It took too long to receive my ETA,43.0647181,-87.8848143
656,2/11/19 21:21,1,Library,"3304 North Newhall Street, Milwaukee, Wisconsin 53211, United States",2/11/19 21:46,,,,yes,Wait time is too long,,Library
657,2/11/19 21:21,1,Sandburg,"2935 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",2/11/19 21:26,,,,yes,Wait time is too long,,Sandburg
658,2/11/19 21:22,2,Library,"2866 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 22:09,2/11/19 22:13,47.0,no,,,Library
659,2/11/19 21:22,2,Metro Market Shorewood,"2570 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 22:26,2/11/19 22:37,64.0,no,,,Metro Market Shorewood
660,2/11/19 21:22,1,"Noodles & Company, 3121 N Oakland Ave, Milwaukee, Wisconsin, United States, 53211",Riverview,2/11/19 21:23,,,,yes,Wait time is too long,43.07509,-87.88813809999999
661,2/11/19 21:23,1,Music Building Parking,"2612 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",2/11/19 21:35,,,,yes,I've had a change in my plans,,Music Building Parking
662,2/11/19 21:23,1,Lubar,"3575 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/11/19 21:24,,,,yes,Wait time is too long,,Lubar
663,2/11/19 21:23,1,"2508 East Belleview Place, Milwaukee, Wisconsin 53211, United States",Union South,,2/11/19 21:31,2/11/19 21:34,7.0,no,,43.0663184,-87.8791012
664,2/11/19 21:24,1,"3045 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","1862 North Warren Avenue, Milwaukee, Wisconsin 53202, United States",,2/11/19 22:11,2/11/19 22:22,47.0,no,,43.073893,-87.88826499999999
665,2/11/19 21:24,2,Library,"3434 North Newhall Street, Milwaukee, Wisconsin 53211, United States",,2/11/19 22:03,2/11/19 22:06,38.0,no,,,Library
666,2/11/19 21:25,2,"2726 North Downer Avenue, Milwaukee, Wisconsin 53211, United States","2438 North Bremen Street, Milwaukee, Wisconsin 53212, United States",2/11/19 22:00,,,,yes,Found another ride,43.06798,-87.877675
667,2/11/19 21:26,1,Union South,"1024 East Pearson Street, Milwaukee, Wisconsin 53202, United States",2/11/19 21:49,,,,no,No show,,Union South
668,2/11/19 21:26,1,"2024 North 1st Street, Milwaukee, Wisconsin 53212, United States","1903 East Kenilworth Place, Milwaukee, Wisconsin 53202, United States",2/11/19 21:45,,,,yes,Wait time is too long,43.0571531,-87.9108969
669,2/11/19 21:26,1,Garland Hall,"2605 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",2/11/19 21:31,,,,yes,Wait time is too long,,Garland Hall
670,2/11/19 21:26,1,Sandburg,"1829 East Kenwood Boulevard, Milwaukee, Wisconsin 53211, United States",,2/11/19 22:10,2/11/19 22:16,43.0,no,,,Sandburg
671,2/11/19 21:27,1,"3050 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","3036 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/11/19 21:43,,,,yes,Wait time is too long,43.073935,-87.882542
672,2/11/19 21:28,1,"3208 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",Cambridge Commons,2/11/19 21:32,,,,yes,I'm not ready to go,43.075918,-87.887512
673,2/11/19 21:28,1,Sandburg,"2935 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 22:10,2/11/19 22:19,41.0,no,,,Sandburg
674,2/11/19 21:28,1,Library,"4510 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/11/19 21:49,,,,yes,It took too long to receive my ETA,,Library
675,2/11/19 21:28,1,Walmart,"3055 N Oakland Ave, Milwaukee, WI 53211, USA",2/11/19 21:34,,,,yes,Wait time is too long,,Walmart
676,2/11/19 21:28,2,Cambridge Commons,"1704 East Locust Street, Milwaukee, Wisconsin 53211, United States",,2/11/19 22:04,2/11/19 22:07,35.0,no,,,Cambridge Commons
677,2/11/19 21:29,1,Library,"2570 N Maryland Ave, Milwaukee, WI 53211, USA",2/11/19 21:56,,,,yes,Wait time is too long,,Library
678,2/11/19 21:30,1,Library,7-Eleven - Oakland,2/11/19 21:30,,,,yes,Wait time is too long,,Library
679,2/11/19 21:30,1,Library,"2745 North Cramer Street, Milwaukee, Wisconsin 53211, United States",2/11/19 21:31,,,,yes,Wait time is too long,,Library
680,2/11/19 21:31,1,"3040 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","3400 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",2/11/19 21:43,,,,yes,I'm not ready to go,43.073715,-87.8825449
681,2/11/19 21:32,1,Klotsche,"2520 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 22:34,2/11/19 22:38,62.0,no,,,Klotsche
682,2/11/19 21:32,1,Library,"2861 North Cramer Street, Milwaukee, Wisconsin 53211, United States",2/11/19 21:56,,,,yes,I've had a change in my plans,,Library
683,2/11/19 21:32,1,"3208 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",Cambridge Commons,2/11/19 22:08,,,,no,No show,43.075918,-87.887512
684,2/11/19 21:33,1,EMS Parking,"2588 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",2/11/19 21:43,,,,yes,Wait time is too long,,EMS Parking
685,2/11/19 21:35,1,Union South,"2747 North Cramer Street, Milwaukee, Wisconsin 53211, United States",2/11/19 21:49,,,,no,No show,,Union South
686,2/11/19 21:36,1,Library,"2523 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",2/11/19 21:43,,,,yes,Wait time is too long,,Library
687,2/11/19 21:36,1,Library,"1209 East Kane Place, Milwaukee, Wisconsin 53202, United States",,2/11/19 22:18,2/11/19 22:32,42.0,no,,,Library
688,2/11/19 21:37,1,Mellencamp Hall Parking,7-Eleven - Oakland,2/11/19 21:42,,,,yes,I've had a change in my plans,,Mellencamp Hall Parking
689,2/11/19 21:38,1,"2917 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","3129 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 22:21,2/11/19 22:24,42.0,no,,43.071441,-87.883354
690,2/11/19 21:38,1,"2967 North Cramer Street, Milwaukee, Wisconsin 53211, United States","3575 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 22:29,2/11/19 22:35,50.0,no,,43.072495,-87.88702200000002
691,2/11/19 21:38,1,"2913 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/11/19 22:15,2/11/19 22:19,37.0,no,,43.0713566,-87.8845113
692,2/11/19 21:41,1,Merrill Hall,Blaze Pizza,,2/11/19 22:16,2/11/19 22:19,34.0,no,,,Merrill Hall
693,2/11/19 21:42,1,"2943 North Newhall Street, Milwaukee, Wisconsin 53211, United States","2576 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 22:15,2/11/19 22:28,32.0,no,,43.0719852,-87.89061660000002
694,2/11/19 21:43,2,Aldi,Sandburg,2/11/19 21:43,,,,yes,Wait time is too long,,Aldi
695,2/11/19 21:44,2,"2507 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States",Jalisco's,,2/11/19 22:33,2/11/19 22:37,49.0,no,,43.0639893,-87.879594
696,2/11/19 21:45,1,EMS Parking,"2545 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/11/19 22:15,2/11/19 22:27,30.0,no,,,EMS Parking
697,2/11/19 21:46,1,Klotsche,"2968 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 22:14,2/11/19 22:24,27.0,no,,,Klotsche
698,2/11/19 21:46,1,Klotsche,"3161 North Booth Street, Milwaukee, Wisconsin 53212, United States",2/11/19 21:46,,,,yes,It took too long to receive my ETA,,Klotsche
699,2/11/19 21:47,1,Klotsche,"3161 North Booth Street, Milwaukee, Wisconsin 53212, United States",,2/11/19 22:21,2/11/19 22:37,34.0,no,,,Klotsche
700,2/11/19 21:48,1,"2480 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",USR Parking,,2/11/19 22:19,2/11/19 22:41,31.0,no,,43.06302669999999,-87.8876514
701,2/11/19 21:50,1,"2673 North Bremen Street, Milwaukee, Wisconsin 53212, United States","2376 North Booth Street, Milwaukee, Wisconsin 53212, United States",,2/11/19 22:33,2/11/19 22:36,42.0,no,,43.0672702,-87.9004901
702,2/11/19 21:51,1,Library,"1869 North Cambridge Avenue, Milwaukee, Wisconsin 53202, United States",2/11/19 22:03,,,,yes,Wait time is too long,,Library
703,2/11/19 21:52,1,Library,"2930 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 22:18,2/11/19 22:26,26.0,no,,,Library
704,2/11/19 21:52,2,Klotsche,"3019 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",2/11/19 21:53,,,,yes,Wait time is too long,,Klotsche
705,2/11/19 21:52,1,Union North,"3575 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 21:56,2/11/19 22:01,3.0,no,,,Union North
706,2/11/19 21:53,1,Union South,Kenilworth,,2/11/19 21:56,2/11/19 22:14,2.0,no,,,Union South
707,2/11/19 21:53,1,Cambridge Commons,"2546 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",2/11/19 21:55,,,,yes,Wait time is too long,,Cambridge Commons
708,2/11/19 21:54,3,Union South,"2506 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 21:56,2/11/19 22:05,2.0,no,,,Union South
709,2/11/19 21:54,1,"Henry's Pub & Grille, 2523 E Belleview Pl, Milwaukee, Wisconsin, United States, 53211","3454 North Humboldt Boulevard, Milwaukee, Wisconsin 53212, United States",,2/11/19 22:30,2/11/19 22:40,36.0,no,,43.0659687,-87.8785501
710,2/11/19 21:55,1,"1824 E Park Pl, Milwaukee, WI 53211, USA",Arch Court,,2/11/19 22:23,2/11/19 22:32,28.0,no,,43.0676692,-87.8871094
711,2/11/19 21:56,1,Sandburg,"2969 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 22:07,2/11/19 22:10,11.0,no,,,Sandburg
712,2/11/19 21:57,1,"1522 East Newport Avenue, Milwaukee, Wisconsin 53211, United States",Lapham,,2/11/19 22:47,2/11/19 22:50,49.0,no,,43.0796212,-87.89043079999999
713,2/11/19 21:59,2,"3975 North Cramer Street, Milwaukee, Wisconsin 53211, United States","2466 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/11/19 22:39,,,,no,No show,43.0889669,-87.8865957
714,2/11/19 22:01,1,"2743 N Cramer St, Milwaukee, WI 53211, USA",Walmart,2/11/19 22:06,,,,yes,It took too long to receive my ETA,43.0683406,-87.8869881
715,2/11/19 22:02,1,Sandburg,"2916 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/11/19 22:32,2/11/19 22:35,29.0,no,,,Sandburg
716,2/11/19 22:02,1,"3235 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States","2957 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 22:44,2/11/19 22:47,42.0,no,,43.07644270000001,-87.8892274
717,2/11/19 22:02,1,Library,"2616 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 22:58,2/11/19 23:09,55.0,no,,,Library
718,2/11/19 22:03,1,"2926 North Cramer Street, Milwaukee, Wisconsin 53211, United States","3953 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",2/11/19 22:45,,,,yes,I've had a change in my plans,43.071615,-87.886319
719,2/11/19 22:03,1,Klotsche,"2405 East Locust Street, Milwaukee, Wisconsin 53211, United States",,2/11/19 22:42,2/11/19 22:47,38.0,no,,,Klotsche
720,2/11/19 22:04,1,Library,"1982 North Prospect Avenue, Milwaukee, Wisconsin 53202, United States",,2/11/19 22:45,2/11/19 22:56,40.0,no,,,Library
721,2/11/19 22:05,1,Cambridge Commons,"2546 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",2/11/19 22:24,,,,yes,I've had a change in my plans,,Cambridge Commons
722,2/11/19 22:05,1,Casablanca,"1805 East Park Place, Milwaukee, Wisconsin 53211, United States",,2/11/19 22:41,2/11/19 22:47,36.0,no,,,Casablanca
723,2/11/19 22:06,3,Music Building Parking,Ian's,,2/11/19 22:45,2/11/19 22:51,38.0,no,,,Music Building Parking
724,2/11/19 22:07,1,"2969 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,2/11/19 22:07,,,,yes,Wait time is too long,43.072482,-87.88459399999999
725,2/11/19 22:08,2,Cambridge Commons,"Qdoba Mexican Grill, 3101 N Oakland Ave, Milwaukee, Wisconsin, United States, 53211",,2/11/19 22:47,2/11/19 22:51,39.0,no,,,Cambridge Commons
726,2/11/19 22:08,1,"4510 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",Cambridge Commons,2/11/19 22:09,,,,yes,Wait time is too long,43.0986633,-87.88709390000001
727,2/11/19 22:12,1,Sandburg,"2605 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 22:46,2/11/19 23:02,33.0,no,,,Sandburg
728,2/11/19 22:12,2,Walmart,Sandburg,,2/11/19 22:39,2/11/19 22:46,26.0,no,,,Walmart
729,2/11/19 22:21,1,Union North,"1710 East Providence Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 22:24,2/11/19 22:28,3.0,no,,,Union North
730,2/11/19 22:21,1,Klotsche,"2750 N Murray Ave, Milwaukee, WI 53211, USA",,2/11/19 22:51,2/11/19 23:00,29.0,no,,,Klotsche
731,2/11/19 22:22,1,Klotsche,"3034 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 22:52,2/11/19 22:58,30.0,no,,,Klotsche
732,2/11/19 22:25,1,Klotsche,"1707 N Prospect Ave, Milwaukee, WI 53202, USA",2/11/19 22:39,,,,yes,Wait time is too long,,Klotsche
733,2/11/19 22:25,1,EMS Parking,"3480 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",2/11/19 22:29,,,,yes,I'm not ready to go,,EMS Parking
734,2/11/19 22:27,1,Library,"621 East Locust Street, Milwaukee, Wisconsin 53212, United States",,2/11/19 22:53,2/11/19 23:02,26.0,no,,,Library
735,2/11/19 22:29,1,Klotsche,"3363 North Cramer Street, Milwaukee, Wisconsin 53211, United States",2/11/19 22:30,,,,yes,I'm not ready to go,,Klotsche
736,2/11/19 22:31,1,Cambridge Commons,"2822 North 1st Street, Milwaukee, Wisconsin 53212, United States",,2/11/19 22:56,2/11/19 23:05,24.0,no,,,Cambridge Commons
737,2/11/19 22:32,1,Klotsche,"3363 North Cramer Street, Milwaukee, Wisconsin 53211, United States",2/11/19 22:32,,,,yes,I'm not ready to go,,Klotsche
738,2/11/19 22:34,1,"2728 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",sandburg,,2/11/19 22:50,2/11/19 23:02,16.0,no,,43.0678918,-87.87782089999999
739,2/11/19 22:36,1,"2925 North Murray Avenue, Milwaukee, Wisconsin 53211, United States","2505 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 22:50,2/11/19 22:54,14.0,no,,43.071604,-87.88582799999999
740,2/11/19 22:37,1,"3235 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States","2957 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",2/11/19 22:51,,,,yes,I've had a change in my plans,43.07644270000001,-87.8892274
741,2/11/19 22:38,1,Klotsche,"3363 North Cramer Street, Milwaukee, Wisconsin 53211, United States",2/11/19 22:44,,,,yes,I'm not ready to go,,Klotsche
742,2/11/19 22:42,1,Library,"1714 East Beverly Road, Milwaukee, Wisconsin 53211, United States",2/11/19 22:42,,,,yes,I've had a change in my plans,,Library
743,2/11/19 22:43,1,Library,"2443 N Pierce St, Milwaukee, WI 53212, USA",,2/11/19 22:56,2/11/19 23:04,12.0,no,,,Library
744,2/11/19 22:44,1,Sandburg,"3039 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",2/11/19 22:44,,,,yes,I'm not ready to go,,Sandburg
745,2/11/19 22:45,1,Klotsche,"3363 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/11/19 22:55,2/11/19 22:59,10.0,no,,,Klotsche
746,2/11/19 22:45,1,"3018 N Farwell Ave, Milwaukee, WI 53211, USA",Cambridge Commons,,2/11/19 22:50,2/11/19 22:56,4.0,no,,43.07327,-87.88132999999999
747,2/11/19 22:47,1,"2619 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/11/19 22:57,2/11/19 23:01,10.0,no,,43.0665921,-87.8857545
748,2/11/19 22:51,1,"2233 North Summit Avenue, Milwaukee, Wisconsin 53211, United States","3075 North Newhall Street, Milwaukee, Wisconsin 53211, United States",2/11/19 22:52,,,,yes,I'm not ready to go,43.05889639999999,-87.8836257
749,2/11/19 22:52,1,Mellencamp Hall Parking,"2726 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 22:57,2/11/19 23:06,4.0,no,,,Mellencamp Hall Parking
750,2/11/19 22:54,1,Sandburg,"3039 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 23:03,2/11/19 23:06,9.0,no,,,Sandburg
751,2/11/19 22:55,1,NWQ,"3554 N Prospect Ave, Shorewood, WI 53211, USA",,2/11/19 23:02,2/11/19 23:08,7.0,no,,,NWQ
752,2/11/19 22:55,2,"3309 North Cramer Street, Milwaukee, Wisconsin 53211, United States","2949 North Cramer Street, Milwaukee, Wisconsin 53211, United States",2/11/19 22:55,,,,yes,I'm not ready to go,43.077872,-87.8869
753,2/11/19 22:56,1,Library,"1714 East Beverly Road, Milwaukee, Wisconsin 53211, United States",,2/11/19 23:04,2/11/19 23:12,8.0,no,,,Library
754,2/11/19 22:56,1,Klotsche,"3260 North Newhall Street, Milwaukee, Wisconsin 53211, United States",2/11/19 23:01,,,,yes,I'm not ready to go,,Klotsche
755,2/11/19 22:56,1,"3236 N Newhall St, Milwaukee, WI 53211, USA","3554 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 23:13,2/11/19 23:18,16.0,no,,43.076534,-87.889904
756,2/11/19 22:57,1,Klotsche,"2414 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 23:03,2/11/19 23:11,6.0,no,,,Klotsche
757,2/11/19 22:59,2,Sandburg,"2965 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 23:08,2/11/19 23:10,9.0,no,,,Sandburg
758,2/11/19 22:59,1,"4510 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",Cambridge Commons,2/11/19 22:59,,,,yes,I'm not ready to go,43.0986633,-87.88709390000001
759,2/11/19 23:02,1,Klotsche,"3260 North Newhall Street, Milwaukee, Wisconsin 53211, United States",,2/11/19 23:07,2/11/19 23:15,5.0,no,,,Klotsche
760,2/11/19 23:02,1,Union South,"1824 East Park Place, Milwaukee, Wisconsin 53211, United States",,2/11/19 23:08,2/11/19 23:10,5.0,no,,,Union South
761,2/11/19 23:02,1,USR Parking,"1816 East Kane Place, Milwaukee, Wisconsin 53202, United States",,2/11/19 23:15,2/11/19 23:31,12.0,no,,,USR Parking
762,2/11/19 23:03,1,"2233 North Summit Avenue, Milwaukee, Wisconsin 53211, United States","3075 North Newhall Street, Milwaukee, Wisconsin 53211, United States",2/11/19 23:15,,,,no,No show,43.05889639999999,-87.8836257
763,2/11/19 23:03,2,"3372 North Downer Avenue, Milwaukee, Wisconsin 53211, United States","3400 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 23:14,2/11/19 23:17,10.0,no,,43.079138,-87.8774339
764,2/11/19 23:07,1,Blaze Pizza,"2954 North Bremen Street, Milwaukee, Wisconsin 53212, United States",,2/11/19 23:14,2/11/19 23:17,6.0,no,,,Blaze Pizza
765,2/11/19 23:08,1,"2550 N Lake Dr, Milwaukee, WI 53211, USA","2860 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/11/19 23:22,2/11/19 23:26,14.0,no,,43.0639817,-87.87614169999999
766,2/11/19 23:09,1,"2223 East Webster Place, Milwaukee, Wisconsin 53211, United States","3028 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 23:16,2/11/19 23:19,6.0,no,,43.0648164,-87.8822967
767,2/11/19 23:09,2,Library,7-Eleven - Oakland,2/11/19 23:10,,,,yes,I'm not ready to go,,Library
768,2/11/19 23:10,1,Englemann,"3575 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 23:16,2/11/19 23:21,5.0,no,,,Englemann
769,2/11/19 23:10,1,Lapham,"3347 N Bartlett Ave, Milwaukee, WI 53211, USA",,2/11/19 23:21,2/11/19 23:25,11.0,no,,,Lapham
770,2/11/19 23:11,4,"3039 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,2/11/19 23:13,,,,yes,I'm not ready to go,43.0737482,-87.8831462
771,2/11/19 23:11,3,"Ian's Pizza, 2035 E North Ave, Milwaukee, Wisconsin, United States, 53202","2120 East Locust Street, Milwaukee, Wisconsin 53211, United States",,2/11/19 23:18,2/11/19 23:25,6.0,no,,43.0599374,-87.884303
772,2/11/19 23:11,2,"2933 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/11/19 23:20,2/11/19 23:24,8.0,no,,43.071771,-87.883348
773,2/11/19 23:12,1,"3014 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","2938 North Newhall Street, Milwaukee, Wisconsin 53211, United States",,2/11/19 23:21,2/11/19 23:24,9.0,no,,43.073166,-87.882554
774,2/11/19 23:12,2,"2965 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/11/19 23:19,2/11/19 23:20,6.0,no,,43.0724019,-87.883337
775,2/11/19 23:16,2,"3307 North Cramer Street, Milwaukee, Wisconsin 53211, United States","2949 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/11/19 23:26,2/11/19 23:29,10.0,no,,43.077872,-87.8869
776,2/11/19 23:17,1,"2233 North Summit Avenue, Milwaukee, Wisconsin 53211, United States","3075 North Newhall Street, Milwaukee, Wisconsin 53211, United States",,2/11/19 23:26,2/11/19 23:34,9.0,no,,43.05889639999999,-87.8836257
777,2/11/19 23:17,2,Jalisco's,"2507 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 23:24,2/11/19 23:29,7.0,no,,,Jalisco's
778,2/11/19 23:17,1,"2525 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",Union South,,2/11/19 23:33,2/11/19 23:37,15.0,no,,43.0644086,-87.8883103
