,Unnamed: 0,Requested Pick Up Time,# of Pass-engers,Pick Up Location,Drop Off Location,Cancellation Time,Pickup Time,Drop Off Time,Wait Time (min),Passenger Canceled?,Cancellation Message,lat,long,LatDrop,LongDrop
1305,1305,2/13/19 21:12,1,"1827 East Park Place, Milwaukee, Wisconsin 53211, United States","UWM Engelmann Hall, 2033 E Hartford Ave, Milwaukee, Wisconsin, United States, 53211",,2/13/19 22:05,2/13/19 22:11,52.0,no,,43.0672235,-87.8870503,43.07734629999999,-87.8842579
1306,1306,2/13/19 21:12,1,Mitchell Hall,"2505 East Park Place, Milwaukee, Wisconsin 53211, United States",,2/13/19 21:56,2/13/19 22:01,44.0,no,,43.075684,-87.8789516,43.067222,-87.8790588
1307,1307,2/13/19 21:13,2,Sandburg,Noodles & Company,2/13/19 21:29,,,,yes,I've had a change in my plans,43.078982200000006,-87.8822568,43.0748331,-87.8879517
1308,1308,2/13/19 21:13,1,Klotsche,"1824 East Park Place, Milwaukee, Wisconsin 53211, United States",,2/13/19 21:52,2/13/19 22:05,39.0,no,,43.08030170000001,-87.8796044,43.0676692,-87.8871094
1309,1309,2/13/19 21:13,6,Cambridge Commons,Miramar Theatre,2/13/19 21:14,,,,yes,I've had a change in my plans,43.0607675,-87.8918198,43.070453,-87.887553
1310,1310,2/13/19 21:14,1,"2414 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","UWM Klotsche Center & Pavilion, 3409 N Downer Ave., Milwaukee, Wisconsin, United States, 53211",,2/13/19 21:33,2/13/19 21:41,19.0,no,,43.0617758,-87.8876461,43.0803017,-87.87960439999999
1311,1311,2/13/19 21:14,1,"3031 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,2/13/19 21:57,,,,no,No show,43.0735582,-87.8819408,43.078982200000006,-87.8822568
1312,1312,2/13/19 21:14,6,Cambridge Commons,Miramar Theatre,2/13/19 21:24,,,,yes,I'm not ready to go,43.0607675,-87.8918198,43.070453,-87.887553
1313,1313,2/13/19 21:14,1,Music Building Parking,"3051 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",2/13/19 22:00,,,,no,No show,43.0762821,-87.8798006,43.073901,-87.884574
1314,1314,2/13/19 21:14,1,"3228 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","3364 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/13/19 21:32,,,,yes,No id,43.0763682,-87.88759,43.079109,-87.88741
1315,1315,2/13/19 21:15,2,"Stone Bowl Grill, 1958 N Farwell Ave, Milwaukee, Wisconsin, United States, 53202","2943 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/13/19 21:32,,,,yes,It took too long to receive my ETA,43.056296,-87.888919,43.0719617,-87.8881306
1316,1316,2/13/19 21:16,1,Klotsche,"2520 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States",,2/13/19 22:05,2/13/19 22:18,49.0,no,,43.08030170000001,-87.8796044,43.0642702,-87.8790245
1317,1317,2/13/19 21:17,1,"3069 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","2971 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",2/13/19 22:00,,,,yes,I'm not ready to go,43.0744458,-87.8882265,43.072525,-87.883335
1318,1318,2/13/19 21:17,1,"The Villager Apartments, 3955 N Murray Ave, Shorewood, WI 53211, USA",Kenilworth,,2/13/19 22:11,2/13/19 22:22,54.0,no,,43.0889786,-87.8853062,43.0389025,-87.9064736
1319,1319,2/13/19 21:17,1,Enderis,"1703 N Farwell Ave, Milwaukee, WI 53202, USA",2/13/19 22:01,,,,yes,I'm not ready to go,,Enderis,43.0532918,-87.8922134
1320,1320,2/13/19 21:18,2,"2843 North Cramer Street, Milwaukee, Wisconsin 53211, United States","3257 N Cramer St, Milwaukee, WI 53211, USA",,2/13/19 22:14,2/13/19 22:17,56.0,no,,43.070386,-87.88705499999999,43.076903,-87.8868655
1321,1321,2/13/19 21:18,3,Sandburg,Miramar Theatre,2/13/19 22:08,,,,no,No show,43.078982200000006,-87.8822568,43.070453,-87.887553
1322,1322,2/13/19 21:18,6,Sandburg,Miramar Theatre,2/13/19 22:08,,,,no,No show,43.078982200000006,-87.8822568,43.070453,-87.887553
1323,1323,2/13/19 21:19,1,"Colectivo Coffee, 1701 N Lincoln Memorial Dr, Milwaukee, Wisconsin 53202, United States","3134 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",2/13/19 21:56,,,,yes,It took too long to receive my ETA,43.0535525,-87.8868538,43.0755167,-87.8777676
1324,1324,2/13/19 21:19,1,"3950 N Holton St, Milwaukee, WI 53212, USA","3355 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/13/19 21:42,,,,yes,Wait time is too long,43.08788759999999,-87.9042104,43.0787971,-87.8881286
1325,1325,2/13/19 21:19,1,Arch Court,"2526 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",2/13/19 21:53,,,,yes,I've had a change in my plans,43.076919399999994,-87.8838656,43.0643941,-87.88144899999999
1326,1326,2/13/19 21:19,1,Collectivo - Lake,"1708 East Geneva Place, Milwaukee, Wisconsin 53211, United States",2/13/19 21:57,,,,yes,I'm not ready to go,43.0389025,-87.9064736,43.0702147,-87.8887498
1327,1327,2/13/19 21:20,1,Metro Market Shorewood,"3939 N Murray Ave, Shorewood, WI 53211, USA",2/13/19 21:35,,,,yes,Wait time is too long,43.0916326,-87.8877604,43.0885042,-87.8853034
1328,1328,2/13/19 21:21,2,"2743 N Cramer St, Milwaukee, WI 53211, USA",Metro Market Shorewood,,2/13/19 22:20,2/13/19 22:33,58.0,no,,43.0683406,-87.8869881,43.0916326,-87.8877604
1329,1329,2/13/19 21:21,1,Klotsche,"3820 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/13/19 22:06,2/13/19 22:09,44.0,no,,43.08030170000001,-87.8796044,43.0865533,-87.88722969999999
1330,1330,2/13/19 21:22,1,Library,"1209 East Kane Place, Milwaukee, Wisconsin 53202, United States",,2/13/19 22:03,2/13/19 22:25,40.0,no,,43.0767674,-87.88070490000001,43.055847,-87.89597499999999
1331,1331,2/13/19 21:22,2,"Noodles & Company, 3121 N Oakland Ave, Milwaukee, Wisconsin, United States, 53211",Union South,,2/13/19 22:02,2/13/19 22:05,39.0,no,,43.07509,-87.88813809999999,43.075004799999995,-87.88137979999999
1332,1332,2/13/19 21:24,1,Klotsche,"2968 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/13/19 21:47,,,,yes,Wait time is too long,43.08030170000001,-87.8796044,43.0725196,-87.88752470000001
1333,1333,2/13/19 21:24,1,Library,"2727 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/13/19 22:03,2/13/19 22:15,38.0,no,,43.0767674,-87.88070490000001,43.0679604,-87.8832572
1334,1334,2/13/19 21:24,1,"3039 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States","1940 North Prospect Avenue, Milwaukee, Wisconsin 53202, United States",,2/13/19 22:03,2/13/19 22:10,38.0,no,,43.073667,-87.8845769,43.055248,-87.88797699999999
1335,1335,2/13/19 21:25,1,Klotsche,"2945 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",2/13/19 21:42,,,,yes,Wait time is too long,43.08030170000001,-87.8796044,43.0719983,-87.8856397
1336,1336,2/13/19 21:25,2,Klotsche,"2612 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",2/13/19 21:33,,,,yes,I've had a change in my plans,43.08030170000001,-87.8796044,43.0663463,-87.8826672
1337,1337,2/13/19 21:25,1,"1902 East Linnwood Avenue, Milwaukee, Wisconsin 53211, United States","UWM Engelmann Stadium, 2033 E Hartford Ave, Milwaukee, Wisconsin, United States, 53211",2/13/19 21:26,,,,yes,Wait time is too long,43.0730476,-87.88638619999999,43.0768338,-87.8850989
1338,1338,2/13/19 21:26,4,Klotsche,"3118 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",2/13/19 21:27,,,,yes,Wait time is too long,43.08030170000001,-87.8796044,43.0751393,-87.8888399
1339,1339,2/13/19 21:27,4,Enderis,"McDonald's, 1614 E North Ave, Milwaukee, Wisconsin, United States, 53211",2/13/19 21:31,,,,yes,I'm not ready to go,,Enderis,43.06038849999999,-87.8898056
1340,1340,2/13/19 21:27,3,"3372 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",Miramar Theatre,2/13/19 22:09,,,,yes,It took too long to receive my ETA,43.079138,-87.8774339,43.070453,-87.887553
1341,1341,2/13/19 21:28,2,"Knuckleheads, 2949 N Oakland Ave, Milwaukee, Wisconsin, United States, 53211","1732 East Lafayette Place, Milwaukee, Wisconsin 53202, United States",,2/13/19 22:34,2/13/19 22:40,66.0,no,,43.0721409,-87.888063,43.0570539,-87.8887139
1342,1342,2/13/19 21:28,3,Cambridge Commons,Miramar Theatre,2/13/19 21:28,,,,yes,I'm not ready to go,43.0607675,-87.8918198,43.070453,-87.887553
1343,1343,2/13/19 21:29,3,Cambridge Commons,Miramar Theatre,2/13/19 21:48,,,,yes,Getting uber,43.0607675,-87.8918198,43.070453,-87.887553
1344,1344,2/13/19 21:30,2,Sandburg,"Ian's Pizza, 2035 E North Ave, Milwaukee, Wisconsin, United States, 53202",2/13/19 21:54,,,,yes,It took too long to receive my ETA,43.078982200000006,-87.8822568,43.0599374,-87.884303
1345,1345,2/13/19 21:30,2,"3026 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,2/13/19 22:07,,,,yes,Wait time is too long,43.073456,-87.883802,43.078982200000006,-87.8822568
1346,1346,2/13/19 21:31,1,"3303 North Newhall Street, Milwaukee, Wisconsin 53211, United States",Planet Fitness - Capitol,2/13/19 21:32,,,,yes,It took too long to receive my ETA,43.077727,-87.8902127,43.038647,-87.9108052
1347,1347,2/13/19 21:31,5,Sandburg,Miramar Theatre,2/13/19 21:32,,,,yes,I'm not ready to go,43.078982200000006,-87.8822568,43.070453,-87.887553
1348,1348,2/13/19 21:32,1,Whole Foods,"4012 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/13/19 22:02,,,,yes,Wait time is too long,43.060430600000004,-87.883781,43.0895295,-87.8872131
1349,1349,2/13/19 21:32,1,"2858 North Murray Avenue, Milwaukee, Wisconsin 53211, United States","3356 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/13/19 22:13,2/13/19 22:26,40.0,no,,43.0707639,-87.885092,43.078866,-87.887373
1350,1350,2/13/19 21:33,6,Sandburg,Miramar Theatre,2/13/19 21:54,,,,yes,I'm not ready to go,43.078982200000006,-87.8822568,43.070453,-87.887553
1351,1351,2/13/19 21:33,1,"2917 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","3129 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",,2/13/19 22:21,2/13/19 22:28,47.0,no,,43.071441,-87.883354,43.07538100000001,-87.889437
1352,1352,2/13/19 21:34,3,"2594 North Cramer Street, Milwaukee, Wisconsin 53211, United States","Culver's, 1325 E Capitol Dr, Shorewood, Wisconsin, United States, 53211",2/13/19 21:34,,,,yes,Wait time is too long,43.0659189,-87.8864684,43.0886339,-87.8939316
1353,1353,2/13/19 21:35,1,"2455 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",Cambridge Commons,2/13/19 21:38,,,,yes,Wait time is too long,43.06276159999999,-87.8835491,43.0607675,-87.8918198
1354,1354,2/13/19 21:36,2,"2727 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",WalgreensÂÃÃOakland,,2/13/19 22:17,2/13/19 22:24,41.0,no,,43.0679604,-87.8832572,43.081241999999996,-87.8964345
1355,1355,2/13/19 21:36,2,Sandburg,7-Eleven - North,2/13/19 22:05,,,,yes,I'm not ready to go,43.078982200000006,-87.8822568,43.05999129999999,-87.8900349
1356,1356,2/13/19 21:36,1,"2900 North Newhall Street, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/13/19 22:20,2/13/19 22:24,43.0,no,,43.0711774,-87.8901011,43.078982200000006,-87.8822568
1357,1357,2/13/19 21:39,1,"1830 North Oakland Avenue, Milwaukee, Wisconsin 53202, United States","2545 N Cramer St, Milwaukee, WI 53211, USA",,2/13/19 22:35,2/13/19 22:40,55.0,no,,43.0549488,-87.89160009999999,43.0647223,-87.88727109999999
1358,1358,2/13/19 21:40,1,Sandburg,Upark,,2/13/19 22:25,2/13/19 22:42,44.0,no,,43.078982200000006,-87.8822568,43.093461600000005,-87.9034248
1359,1359,2/13/19 21:42,1,"2223 E Kenwood Blvd, Milwaukee, WI 53211, USA","3355 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/13/19 22:52,,,,no,No show,43.0743985,-87.8819851,43.0787971,-87.8881286
1360,1360,2/13/19 21:42,1,"3013 N Maryland Ave, Milwaukee, WI 53211, USA","2582 N Stowell Avenue, Milwaukee, WI, USA",2/13/19 21:42,,,,yes,I'm not ready to go,43.0732042,-87.8831776,43.0656419,-87.87918340000002
1361,1361,2/13/19 21:42,1,Klotsche,"1805 East Park Place, Milwaukee, Wisconsin 53211, United States",2/13/19 21:52,,,,yes,It took too long to receive my ETA,43.08030170000001,-87.8796044,43.0672283,-87.8875597
1362,1362,2/13/19 21:43,1,"3013 N Maryland Ave, Milwaukee, WI 53211, USA","2582 N Stowell Avenue, Milwaukee, WI, USA",2/13/19 21:43,,,,yes,I'm not ready to go,43.0732042,-87.8831776,43.0656419,-87.87918340000002
1363,1363,2/13/19 21:43,1,"3013 N Maryland Ave, Milwaukee, WI 53211, USA","2582 N Stowell Avenue, Milwaukee, WI, USA",2/13/19 21:51,,,,yes,I'm not ready to go,43.0732042,-87.8831776,43.0656419,-87.87918340000002
1364,1364,2/13/19 21:43,6,Sandburg,Miramar Theatre,,2/13/19 22:26,2/13/19 22:31,42.0,no,,43.078982200000006,-87.8822568,43.070453,-87.887553
1365,1365,2/13/19 21:45,3,"2911 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,2/13/19 21:50,,,,yes,Wait time is too long,43.0713228,-87.88810939999999,43.078982200000006,-87.8822568
1366,1366,2/13/19 21:46,1,Sandburg,"1824 East Park Place, Milwaukee, Wisconsin 53211, United States",,2/13/19 22:09,2/13/19 22:14,22.0,no,,43.078982200000006,-87.8822568,43.0676692,-87.8871094
1367,1367,2/13/19 21:48,1,Library,"3284 North Shepard Avenue, Milwaukee, Wisconsin 53211, United States",2/13/19 22:07,,,,yes,I'm not ready to go,43.0767674,-87.88070490000001,43.077471,-87.87404599999999
1368,1368,2/13/19 21:49,1,"3026 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","2858 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",2/13/19 21:50,,,,yes,Wait time is too long,43.0735215,-87.8876799,43.0707337,-87.884012
1369,1369,2/13/19 21:49,2,"Sal's Pizza, 2974 N Oakland Ave, Milwaukee, Wisconsin, United States, 53211",Sandburg,,2/13/19 22:20,2/13/19 22:21,30.0,no,,43.0726257,-87.88747,43.078982200000006,-87.8822568
1370,1370,2/13/19 21:50,2,Sandburg,Pick n Save,,2/13/19 22:17,2/13/19 22:28,26.0,no,,43.078982200000006,-87.8822568,43.0600653,-87.89769150000001
1371,1371,2/13/19 21:50,5,Sandburg,Miramar Theatre,,2/13/19 22:14,2/13/19 22:24,23.0,no,,43.078982200000006,-87.8822568,43.070453,-87.887553
1372,1372,2/13/19 21:51,1,"2526 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",Metro Market Shorewood,2/13/19 22:07,,,,yes,I'm not ready to go,43.0643941,-87.88144899999999,43.0916326,-87.8877604
1373,1373,2/13/19 21:51,1,"2971 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","3464 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/13/19 22:24,,,,yes,Wait time is too long,43.072525,-87.883335,43.081042,-87.8873255
1374,1374,2/13/19 21:51,1,Arch Court,"3560 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/13/19 22:36,2/13/19 22:39,44.0,no,,43.076919399999994,-87.8838656,43.0838147,-87.8861167
1375,1375,2/13/19 21:51,1,"3013 N Maryland Ave, Milwaukee, WI 53211, USA","2582 N Stowell Avenue, Milwaukee, WI, USA",2/13/19 21:57,,,,yes,I'm not ready to go,43.0732042,-87.8831776,43.0656419,-87.87918340000002
1376,1376,2/13/19 21:52,1,"2612 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","The Jazz Estate, 2423 N Murray Ave., Milwaukee, Wisconsin, United States, 53211",2/13/19 21:52,,,,yes,It took too long to receive my ETA,43.0663463,-87.8826672,43.0619123,-87.88587509999999
1377,1377,2/13/19 21:52,1,EMS Cramer,"3347 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",,2/13/19 22:19,2/13/19 22:22,27.0,no,,43.0389025,-87.9064736,43.0786613,-87.8892328
1378,1378,2/13/19 21:54,1,"1708 East Geneva Place, Milwaukee, Wisconsin 53211, United States","2508 East Belleview Place, Milwaukee, Wisconsin 53211, United States",,2/13/19 22:31,2/13/19 22:40,36.0,no,,43.0702147,-87.8887498,43.0663184,-87.8791012
1379,1379,2/13/19 21:54,1,Union South,"2508 East Belleview Place, Milwaukee, Wisconsin 53211, United States",2/13/19 22:09,,,,no,No show,43.075004799999995,-87.88137979999999,43.0663184,-87.8791012
1380,1380,2/13/19 21:55,1,Klotsche,"4540 North Wilson Drive, Milwaukee, Wisconsin 53211, United States",,2/13/19 22:27,2/13/19 22:27,32.0,no,,43.08030170000001,-87.8796044,43.0994508,-87.9020929
1381,1381,2/13/19 21:55,1,"2013 East Menlo Boulevard, Milwaukee, Wisconsin 53211, United States","3403 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",2/13/19 22:06,,,,yes,Dude is driving the wrong way Ã¥Ã,43.0839825,-87.88445010000001,43.07963,-87.8892205
1382,1382,2/13/19 21:56,1,"2637 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States","2233 North Summit Avenue, Milwaukee, Wisconsin 53211, United States",,2/13/19 22:19,2/13/19 22:30,23.0,no,,43.0669525,-87.8847764,43.05889639999999,-87.8836257
1383,1383,2/13/19 21:57,1,Library,"1956 North Oakland Avenue, Milwaukee, Wisconsin 53202, United States",,2/13/19 22:18,2/13/19 22:25,21.0,no,,43.0767674,-87.88070490000001,43.0568699,-87.88989409999999
1384,1384,2/13/19 21:57,1,"3013 N Maryland Ave, Milwaukee, WI 53211, USA","2582 N Stowell Avenue, Milwaukee, WI, USA",2/13/19 22:05,,,,yes,I'm not ready to go,43.0732042,-87.8831776,43.0656419,-87.87918340000002
1385,1385,2/13/19 21:58,1,Klotsche,"3363 North Cramer Street, Milwaukee, Wisconsin 53211, United States",2/13/19 22:38,,,,yes,It keeps on telling me 3mins then going back to 10mins & I have been waiting for 25 extra mins,43.08030170000001,-87.8796044,43.078972,-87.88687
1386,1386,2/13/19 22:00,1,"2126 North Oakland Avenue, Milwaukee, Wisconsin 53202, United States",Sandburg,2/13/19 22:01,,,,yes,Wait time is too long,43.058566,-87.888133,43.078982200000006,-87.8822568
1387,1387,2/13/19 22:01,1,Music Building Parking,"3051 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",2/13/19 22:16,,,,yes,I'm not ready to go,43.0762821,-87.8798006,43.073901,-87.884574
1388,1388,2/13/19 22:01,1,"3031 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/13/19 22:25,2/13/19 22:31,23.0,no,,43.0735582,-87.8819408,43.078982200000006,-87.8822568
1389,1389,2/13/19 22:02,1,Library,"1677 N Farwell Ave, Milwaukee, WI 53202, USA",,2/13/19 22:45,2/13/19 23:09,42.0,no,,43.0767674,-87.88070490000001,43.0528217,-87.89269639999999
1390,1390,2/13/19 22:03,1,Walmart,"1816 East Kane Place, Milwaukee, Wisconsin 53202, United States",,2/13/19 22:59,2/13/19 23:13,56.0,no,,43.087619700000005,-87.9061765,43.0544318,-87.8882265
1391,1391,2/13/19 22:04,1,"3355 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","3054 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",2/13/19 22:04,,,,yes,Wait time is too long,43.0787971,-87.8881286,43.073991,-87.885037
1392,1392,2/13/19 22:05,1,Library,"2318 East Beverly Road, Milwaukee, Wisconsin 53211, United States",,2/13/19 22:33,2/13/19 22:50,28.0,no,,43.0767674,-87.88070490000001,43.0861988,-87.88046899999999
1393,1393,2/13/19 22:05,1,"2916 North Cramer Street, Milwaukee, Wisconsin 53211, United States","UWM Sandburg Hall, 3400 N Maryland Ave, Milwaukee, Wisconsin, United States, 53211",,2/13/19 22:26,2/13/19 22:30,21.0,no,,43.071397,-87.88632199999999,43.0789822,-87.8822568
1394,1394,2/13/19 22:05,1,Sandburg,"1824 East Park Place, Milwaukee, Wisconsin 53211, United States",,2/13/19 22:49,2/13/19 23:05,44.0,no,,43.078982200000006,-87.8822568,43.0676692,-87.8871094
1395,1395,2/13/19 22:05,1,"3013 N Maryland Ave, Milwaukee, WI 53211, USA","2582 N Stowell Avenue, Milwaukee, WI, USA",2/13/19 22:06,,,,yes,I'm not ready to go,43.0732042,-87.8831776,43.0656419,-87.87918340000002
1396,1396,2/13/19 22:05,1,WalgreensÂÃÃOakland,"2954 North Bremen Street, Milwaukee, Wisconsin 53212, United States",2/13/19 22:48,,,,no,No show,43.081241999999996,-87.8964345,43.072301,-87.899976
1397,1397,2/13/19 22:06,1,Union North,"3283 North Shepard Avenue, Milwaukee, Wisconsin 53211, United States",,2/13/19 22:08,2/13/19 22:12,1.0,no,,43.07523079999999,-87.881425,43.0774377,-87.8747133
1398,1398,2/13/19 22:07,1,"3013 N Maryland Ave, Milwaukee, WI 53211, USA","2582 N Stowell Avenue, Milwaukee, WI, USA",2/13/19 22:09,,,,yes,I'm not ready to go,43.0732042,-87.8831776,43.0656419,-87.87918340000002
1399,1399,2/13/19 22:08,1,Union South,"2862 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",,2/13/19 22:09,2/13/19 22:15,1.0,no,,43.075004799999995,-87.88137979999999,43.070723,-87.877629
1400,1400,2/13/19 22:08,1,"3055 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","3036 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/13/19 22:36,2/13/19 22:37,28.0,no,,43.0741798,-87.8881881,43.07360600000001,-87.882547
1401,1401,2/13/19 22:09,1,Union North,"1152 E Singer Cr, Milwaukee, Wisconsin 53212, United States",,2/13/19 22:39,2/13/19 22:55,30.0,no,,43.07523079999999,-87.881425,43.0843986,-87.895117
1402,1402,2/13/19 22:10,1,"3013 N Maryland Ave, Milwaukee, WI 53211, USA","2582 N Stowell Avenue, Milwaukee, WI, USA",,2/13/19 22:44,2/13/19 22:47,34.0,no,,43.0732042,-87.8831776,43.0656419,-87.87918340000002
1403,1403,2/13/19 22:10,3,"3975 North Cramer Street, Milwaukee, Wisconsin 53211, United States","2544 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",2/13/19 22:28,,,,yes,I'm not ready to go,43.0889669,-87.8865957,43.06470119999999,-87.88389409999999
1404,1404,2/13/19 22:12,1,"2970 North Murray Avenue, Milwaukee, Wisconsin 53211, United States","2565 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",,2/13/19 22:32,2/13/19 22:32,20.0,no,,43.07255199999999,-87.885136,43.0653317,-87.8857527
1405,1405,2/13/19 22:14,1,Arch Court,"3029 North Pierce Street, Milwaukee, Wisconsin 53212, United States",,2/13/19 22:46,2/13/19 22:51,31.0,no,,43.076919399999994,-87.8838656,43.0735787,-87.90294569999999
1406,1406,2/13/19 22:15,1,"2526 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States","3014 North Shepard Avenue, Milwaukee, Wisconsin 53211, United States",2/13/19 22:18,,,,yes,I'm not ready to go,43.0643941,-87.88144899999999,43.073118,-87.874149
1407,1407,2/13/19 22:17,2,Klotsche,"3615 North Humboldt Boulevard, Milwaukee, Wisconsin 53212, United States",,2/13/19 22:35,2/13/19 22:59,17.0,no,,43.08030170000001,-87.8796044,43.0833403,-87.89796319999999
1408,1408,2/13/19 22:18,1,Metro Market Shorewood,"2526 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",2/13/19 22:18,,,,yes,I've had a change in my plans,43.0916326,-87.8877604,43.0643941,-87.88144899999999
1409,1409,2/13/19 22:18,1,Union North,"3575 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/13/19 22:37,2/13/19 22:47,18.0,no,,43.07523079999999,-87.881425,43.0835882,-87.8879436
1410,1410,2/13/19 22:19,2,Metro Market Shorewood,"2526 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",,2/13/19 23:06,2/13/19 23:26,47.0,no,,43.0916326,-87.8877604,43.0643941,-87.88144899999999
1411,1411,2/13/19 22:19,2,WalgreensÂÃÃOakland,"2727 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",2/13/19 22:19,,,,yes,I'm not ready to go,43.081241999999996,-87.8964345,43.0679604,-87.8832572
1412,1412,2/13/19 22:21,1,"2309 East Locust Street, Milwaukee, Wisconsin 53211, United States","UWM RiverView Residence Hall, 2340 N Commerce St, Milwaukee, Wisconsin, United States, 53212",,2/13/19 22:52,2/13/19 22:59,31.0,no,,43.07083189999999,-87.88132519999999,43.0609216,-87.8953035
1413,1413,2/13/19 22:21,2,Sandburg,Chubbys,,2/13/19 22:30,2/13/19 22:36,9.0,no,,43.078982200000006,-87.8822568,43.0389025,-87.9064736
1414,1414,2/13/19 22:21,1,"3069 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","UWM Sandburg Hall, 3400 N Maryland Ave, Milwaukee, Wisconsin, United States, 53211",,2/13/19 22:36,2/13/19 22:40,15.0,no,,43.0744458,-87.8882265,43.0789822,-87.8822568
1415,1415,2/13/19 22:23,1,"3357 North Cramer Street, Milwaukee, Wisconsin 53211, United States","3005 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/13/19 22:47,2/13/19 22:50,24.0,no,,43.078863,-87.886873,43.072961,-87.883265
1416,1416,2/13/19 22:23,1,Klotsche,"2612 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",2/13/19 22:23,,,,yes,I'm not ready to go,43.08030170000001,-87.8796044,43.0663463,-87.8826672
1417,1417,2/13/19 22:23,1,Union South,"2822 North 1st Street, Milwaukee, Wisconsin 53212, United States",2/13/19 22:45,,,,no,No show,43.075004799999995,-87.88137979999999,43.0697768,-87.91060999999999
1418,1418,2/13/19 22:24,2,Garland Hall,"4100 N Ardmore Ave, Shorewood, WI 53211, USA",,2/13/19 22:46,2/13/19 22:55,22.0,no,,43.0770558,-87.8790209,43.090338,-87.8942259
1419,1419,2/13/19 22:24,1,WalgreensÂÃÃOakland,"2727 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",2/13/19 22:24,,,,yes,I'm not ready to go,43.081241999999996,-87.8964345,43.0679604,-87.8832572
1420,1420,2/13/19 22:25,1,Library,"3560 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/13/19 22:51,2/13/19 22:55,26.0,no,,43.0767674,-87.88070490000001,43.0832962,-87.8873064
1421,1421,2/13/19 22:25,2,WalgreensÂÃÃOakland,"2727 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",2/13/19 22:41,,,,yes,App wasnÂÃÂªt working/changing,43.081241999999996,-87.8964345,43.0679604,-87.8832572
1422,1422,2/13/19 22:27,1,Sandburg,7-Eleven - North,2/13/19 22:43,,,,yes,I'm not ready to go,43.078982200000006,-87.8822568,43.05999129999999,-87.8900349
1423,1423,2/13/19 22:27,1,EMS Parking,WalgreensÂÃÃOakland,2/13/19 22:27,,,,yes,I'm not ready to go,43.0389025,-87.9064736,43.081241999999996,-87.8964345
