,Requested Pick Up Time,# of Pass-engers,Pick Up Location,Drop Off Location,Cancellation Time,Pickup Time,Drop Off Time,Wait Time (min),Passenger Canceled?,Cancellation Message,lat,long
2306,2/15/19 1:39,2,"3218 North Marietta Avenue, Milwaukee, Wisconsin 53211, United States","2629 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",2/15/19 1:50,,,,no,No show,43.076102,-87.872974
2307,2/15/19 1:41,1,"2970 North Murray Avenue, Milwaukee, Wisconsin 53211, United States","2565 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 1:45,2/15/19 1:48,4.0,no,,43.07255199999999,-87.885136
2308,2/15/19 1:43,1,"3558 North Cramer Street, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/15/19 1:49,2/15/19 1:51,6.0,no,,43.0837097,-87.88609869999999
2309,2/15/19 1:43,1,"2309 East Locust Street, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/15/19 1:48,2/15/19 1:51,5.0,no,,43.07083189999999,-87.88132519999999
2310,2/15/19 1:44,2,"2445 N Farwell Ave, Milwaukee, WI 53211, USA","3348 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 1:50,2/15/19 1:54,6.0,no,,43.0622398,-87.8835804
2311,2/15/19 1:44,2,WalgreensÛÒBrady,"3463 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 1:48,2/15/19 1:58,4.0,no,,,
2312,2/15/19 1:48,2,Sandburg,"3045 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/15/19 1:52,2/15/19 1:54,3.0,no,,41.6495472,-87.8550727
2313,2/15/19 1:48,2,"Landmark Lanes, 2220 N Farwell Ave, Milwaukee, Wisconsin, United States, 53202","2968 North Newhall Street, Milwaukee, Wisconsin 53211, United States",,2/15/19 1:51,2/15/19 1:56,3.0,no,,43.059687,-87.88564099999999
2314,2/15/19 1:49,2,"3022 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States","3496 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/15/19 1:53,2/15/19 1:56,3.0,no,,43.07334700000001,-87.883804
2315,2/15/19 1:49,1,Knuckleheads,Sandburg,,2/15/19 1:53,2/15/19 1:56,4.0,no,,39.1204995,-94.54878339999999
2316,2/15/19 1:49,2,"2720 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",Cambridge Commons,,2/15/19 1:56,2/15/19 2:00,6.0,no,,43.0678689,-87.883766
2317,2/15/19 1:49,2,"Hi Hat Garage, 1709 N Arlington Pl, Milwaukee, Wisconsin, United States, 53202","1702 East Bradford Avenue, Milwaukee, Wisconsin 53211, United States",2/15/19 1:50,,,,yes,I've had a change in my plans,43.0532032,-87.8950976
2318,2/15/19 1:52,2,"1708 N Arlington Pl, Milwaukee, WI 53202, USA","3042 N Downer Ave, Milwaukee, WI 53211, USA",,2/15/19 2:00,2/15/19 2:08,7.0,no,,43.05323449999999,-87.89484999999999
2319,2/15/19 1:53,1,"2714 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","1704 East Thomas Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 1:59,2/15/19 2:00,5.0,no,,43.06775700000001,-87.887665
2320,2/15/19 1:56,2,Jack's on Brady,Sandburg,,2/15/19 2:00,2/15/19 2:10,3.0,no,,43.0527304,-87.8946667
2321,2/15/19 7:43,1,Lubar,USR Parking,,2/15/19 7:46,2/15/19 7:54,3.0,no,,43.07604389999999,-87.8824595
2322,2/15/19 8:50,1,Lubar,USR Parking,,2/15/19 8:56,2/15/19 9:04,6.0,no,,43.07604389999999,-87.8824595
2323,2/15/19 9:00,1,Union North,USR Parking,2/15/19 9:04,,,,yes,I'm not ready to go,41.477562,-86.3048487
2324,2/15/19 9:02,1,EMS Cramer,USR Parking,,2/15/19 9:07,2/15/19 9:18,4.0,no,,,
2325,2/15/19 9:06,1,Lubar,USR Parking,,2/15/19 9:10,2/15/19 9:18,3.0,no,,43.07604389999999,-87.8824595
2326,2/15/19 9:20,1,EMS Parking,USR Parking,,2/15/19 9:26,2/15/19 9:36,6.0,no,,43.0759943,-87.8859982
2327,2/15/19 10:15,1,Physics Kenwood,Freshwater,,2/15/19 10:19,2/15/19 10:39,3.0,no,,43.0754651,-87.88389409999999
2328,2/15/19 10:42,1,USR Parking,Garland Hall,,2/15/19 10:57,2/15/19 11:07,15.0,no,,41.0584299,-74.0984756
2329,2/15/19 11:12,1,Curtin,Global Water Center,,2/15/19 11:17,2/15/19 11:31,4.0,no,,43.7223433,-123.2120299
2330,2/15/19 11:28,1,Garland Hall,USR Parking,,2/15/19 11:33,2/15/19 11:43,4.0,no,,39.3273434,-76.62155039999999
2331,2/15/19 12:10,1,Sandburg,USR Parking,,2/15/19 12:14,2/15/19 12:23,4.0,no,,41.6495472,-87.8550727
2332,2/15/19 12:12,1,USR Parking,EMS Parking,,2/15/19 12:23,2/15/19 12:34,11.0,no,,,
2333,2/15/19 12:14,1,EMS Parking,USR Parking,,2/15/19 12:17,2/15/19 12:27,3.0,no,,43.0759943,-87.8859982
2334,2/15/19 12:22,1,USR Parking,EMS Cramer,,2/15/19 12:23,2/15/19 12:34,1.0,no,,,
2335,2/15/19 12:35,1,EMS Parking,USR Parking,,2/15/19 12:38,2/15/19 12:51,2.0,no,,43.0759943,-87.8859982
2336,2/15/19 12:43,2,EMS Cramer,USR Parking,,2/15/19 13:00,2/15/19 13:10,17.0,no,,,
2337,2/15/19 12:54,1,KIRC Parking,Freshwater,,2/15/19 12:59,2/15/19 13:16,4.0,no,,43.0753494,-87.8830974
2338,2/15/19 12:55,1,USR Parking,EMS Parking,2/15/19 13:08,,,,yes,Wait time is too long,41.0584299,-74.0984756
2339,2/15/19 13:01,1,Lubar,USR Parking,,2/15/19 13:28,2/15/19 13:37,27.0,no,,43.07604389999999,-87.8824595
2340,2/15/19 13:02,1,USR Parking,Union North,2/15/19 13:05,,,,yes,Wait time is too long,,
2341,2/15/19 13:03,1,USR Parking,Sandburg,,2/15/19 13:29,2/15/19 13:36,25.0,no,,41.0584299,-74.0984756
2342,2/15/19 13:09,1,USR Parking,Union North,,2/15/19 13:14,2/15/19 13:24,5.0,no,,,
2343,2/15/19 13:28,1,USR Parking,Norris Health Center,2/15/19 13:28,,,,yes,I'm not ready to go,41.0584299,-74.0984756
2344,2/15/19 13:30,1,USR Parking,Union North,,2/15/19 13:40,2/15/19 13:51,9.0,no,,41.0584299,-74.0984756
2345,2/15/19 13:41,1,USR Parking,Norris Health Center,,2/15/19 13:53,2/15/19 14:03,12.0,no,,,
2346,2/15/19 13:44,1,USR Parking,Sandburg,,2/15/19 13:53,2/15/19 14:06,8.0,no,,,
2347,2/15/19 13:48,1,USR Parking,Physics Kenwood,,2/15/19 13:53,2/15/19 14:08,4.0,no,,,
2348,2/15/19 13:53,1,Union South,USR Parking,,2/15/19 13:58,2/15/19 14:09,5.0,no,,43.0719999,-89.40764639999999
2349,2/15/19 14:03,1,USR Parking,Library,,2/15/19 14:11,2/15/19 14:20,7.0,no,,41.0584299,-74.0984756
2350,2/15/19 14:20,1,Global Water Center,Curtin,,2/15/19 14:35,2/15/19 14:48,15.0,no,,43.02917799999999,-87.913675
2351,2/15/19 14:48,2,USR Parking,EMS Cramer,,2/15/19 14:58,2/15/19 15:08,10.0,no,,,
2352,2/15/19 14:55,1,USR Parking,Union North,,2/15/19 14:59,2/15/19 15:11,3.0,no,,41.0584299,-74.0984756
2353,2/15/19 15:11,1,Norris Health Center,USR Parking,,2/15/19 15:15,2/15/19 15:25,4.0,no,,43.0786469,-87.8795528
2354,2/15/19 15:36,1,USR Parking,Physics Kenwood,,2/15/19 15:44,2/15/19 15:52,7.0,no,,41.0584299,-74.0984756
2355,2/15/19 15:42,1,EMS Parking,USR Parking,,2/15/19 15:53,2/15/19 16:02,11.0,no,,43.0759943,-87.8859982
2356,2/15/19 16:22,1,EMS Parking,USR Parking,2/15/19 16:22,,,,yes,I'm not ready to go,43.0759943,-87.8859982
2357,2/15/19 16:27,2,EMS Cramer,USR Parking,,2/15/19 16:37,2/15/19 16:45,9.0,no,,,
2358,2/15/19 16:30,1,EMS Parking,USR Parking,,2/15/19 16:36,2/15/19 16:45,6.0,no,,43.0759943,-87.8859982
2359,2/15/19 16:41,1,Freshwater,Physics Kenwood,,2/15/19 17:16,2/15/19 17:33,34.0,no,,39.05912379999999,-94.5950488
2360,2/15/19 16:48,1,Freshwater,KIRC Parking,,2/15/19 17:16,2/15/19 17:33,27.0,no,,39.05912379999999,-94.5950488
2361,2/15/19 18:00,1,Cunningham,"3235 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 18:01,2/15/19 18:05,1.0,no,,37.09024,-95.712891
2362,2/15/19 18:00,1,"3228 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",Klotsche,,2/15/19 18:06,2/15/19 18:11,6.0,no,,43.0763682,-87.88759
2363,2/15/19 18:00,3,Sandburg,"Blaze Pizza, 2907 N Oakland Ave, Milwaukee, Wisconsin, United States, 53211",,2/15/19 18:04,2/15/19 18:14,4.0,no,,41.6495472,-87.8550727
2364,2/15/19 18:00,1,"2944 North Murray Avenue, Milwaukee, Wisconsin 53211, United States","UWM Klotsche Center & Pavilion, 3409 N Downer Ave., Milwaukee, Wisconsin, United States, 53211",,2/15/19 18:03,2/15/19 18:08,3.0,no,,43.07197,-87.88506699999999
2365,2/15/19 18:00,1,"2594-2596 N Oakland Ave, Milwaukee, WI 53211, USA",Klotsche,2/15/19 18:13,,,,yes,Kept canceling and switching my ride to a different driver,43.0659578,-87.8877301
2366,2/15/19 18:00,1,Klotsche,"2508 East Belleview Place, Milwaukee, Wisconsin 53211, United States",2/15/19 18:05,,,,yes,Wait time is too long,43.0803017,-87.87960439999999
2367,2/15/19 18:00,1,"3329 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","3023 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 18:04,2/15/19 18:08,4.0,no,,43.078335,-87.8881385
2368,2/15/19 18:00,4,Sandburg,"Asian Fusion, 1609 E North Ave, Milwaukee, Wisconsin, United States, 53202",2/15/19 18:04,,,,yes,I'm not ready to go,41.6495472,-87.8550727
2369,2/15/19 18:00,1,"3560 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",Cambridge Commons,2/15/19 18:00,,,,yes,I'm not ready to go,43.0832962,-87.8873064
2370,2/15/19 18:00,4,Sandburg,"Oakland Cafe, 2979 N Oakland Ave, Milwaukee, Wisconsin, United States, 53211",,2/15/19 18:29,2/15/19 18:33,29.0,no,,41.6495472,-87.8550727
2371,2/15/19 18:00,2,Sandburg,"East Garden, 3600 N Oakland Ave, Shorewood, Wisconsin, United States, 53211",,2/15/19 18:05,2/15/19 18:09,5.0,no,,41.6495472,-87.8550727
2372,2/15/19 18:00,1,"3552 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",Collectivo - Prospect,2/15/19 18:01,,,,yes,It took too long to receive my ETA,43.0831632,-87.8872872
2373,2/15/19 18:00,3,Cambridge Commons,Starbucks - Downer,,2/15/19 18:10,2/15/19 18:15,9.0,no,,42.3820947,-71.11949899999999
2374,2/15/19 18:00,1,Lapham,Brady and Prospect,,2/15/19 18:10,2/15/19 18:13,9.0,no,,37.835275,-122.2626158
2375,2/15/19 18:01,2,Union South,"2835 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/15/19 18:06,2/15/19 18:09,5.0,no,,43.0719999,-89.40764639999999
2376,2/15/19 18:01,3,Sandburg,Blaze Pizza,,2/15/19 18:18,2/15/19 18:22,17.0,no,,41.6495472,-87.8550727
2377,2/15/19 18:02,3,Sandburg,Noodles & Company,2/15/19 18:04,,,,yes,It took too long to receive my ETA,41.6495472,-87.8550727
2378,2/15/19 18:04,5,Cambridge Commons,Ian's,,2/15/19 18:14,2/15/19 18:19,10.0,no,,42.3820947,-71.11949899999999
2379,2/15/19 18:04,1,Knuckleheads,Sandburg,2/15/19 18:13,,,,no,No show,39.1204995,-94.54878339999999
2380,2/15/19 18:04,4,Sandburg,"Culver's, 1325 E Capitol Dr, Shorewood, Wisconsin, United States, 53211",,2/15/19 18:09,2/15/19 18:17,5.0,no,,41.6495472,-87.8550727
2381,2/15/19 18:04,3,Sandburg,Noodles & Company,,2/15/19 18:17,2/15/19 18:22,12.0,no,,41.6495472,-87.8550727
2382,2/15/19 18:05,1,"3044 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",Pick n Save,,2/15/19 18:15,2/15/19 18:26,9.0,no,,43.073785,-87.883797
2383,2/15/19 18:06,1,"3560 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",Cambridge Commons,,2/15/19 18:22,2/15/19 18:39,16.0,no,,43.0832962,-87.8873064
2384,2/15/19 18:08,1,"3121 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States","2708 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",2/15/19 18:32,,,,yes,Come on bro pick me up next time,43.0752219,-87.88926579999999
2385,2/15/19 18:08,1,EMS Cramer,"3495 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 18:16,2/15/19 18:18,7.0,no,,,
2386,2/15/19 18:08,1,EMS Parking,Yo Factory,,2/15/19 18:16,2/15/19 18:30,8.0,no,,43.0759943,-87.8859982
2387,2/15/19 18:09,2,Library,Thai Kitchen,,2/15/19 18:14,2/15/19 18:26,4.0,no,,37.0337324,-95.6201243
2388,2/15/19 18:10,1,EMS Cramer,"3495 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 18:16,2/15/19 18:18,6.0,no,,,
2389,2/15/19 18:10,1,Sandburg,"3950 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",2/15/19 18:10,,,,yes,I've had a change in my plans,41.6495472,-87.8550727
2390,2/15/19 18:10,2,Sandburg,"Stone Bowl Grill, 1958 N Farwell Ave, Milwaukee, Wisconsin, United States, 53202",,2/15/19 18:20,2/15/19 18:35,9.0,no,,41.6495472,-87.8550727
2391,2/15/19 18:10,1,"Goodwill, 2830 N Oakland Ave, Milwaukee, Wisconsin, United States, 53211","2213 East Kenwood Boulevard, Milwaukee, Wisconsin 53211, United States",,2/15/19 18:19,2/15/19 18:24,9.0,no,,43.0701796,-87.8877313
2392,2/15/19 18:10,1,"2320 East Belleview Place, Milwaukee, Wisconsin 53211, United States",Cambridge Commons,2/15/19 18:11,,,,yes,I'm not ready to go,43.0662057,-87.8810706
2393,2/15/19 18:11,3,"Pita Pit, 2224 N Farwell Ave, Milwaukee, Wisconsin, United States, 53202",Sandburg,2/15/19 18:13,,,,no,Admin cancelled ride,43.0597321,-87.88564769999999
2394,2/15/19 18:12,1,Klotsche,"2912 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 18:20,2/15/19 18:23,8.0,no,,43.0803017,-87.87960439999999
2395,2/15/19 18:12,1,Klotsche,"2545 N Cramer St, Milwaukee, WI 53211, USA",,2/15/19 18:20,2/15/19 18:28,7.0,no,,43.0803017,-87.87960439999999
2396,2/15/19 18:13,1,"2634 North Murray Avenue, Milwaukee, Wisconsin 53211, United States","3357 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 18:28,2/15/19 18:34,15.0,no,,43.06698129999999,-87.8853524
2397,2/15/19 18:13,1,Sandburg,McDonald's - North,2/15/19 18:19,,,,yes,I've had a change in my plans,41.6495472,-87.8550727
2398,2/15/19 18:13,2,"2727 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","Blaze Pizza, 2907 N Oakland Ave, Milwaukee, Wisconsin, United States, 53211",,2/15/19 18:19,2/15/19 18:22,6.0,no,,43.0679604,-87.8832572
2399,2/15/19 18:13,1,"2968 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",Klotsche,2/15/19 18:18,,,,yes,I'm not ready to go,43.0725196,-87.88752470000001
2400,2/15/19 18:14,1,"2576 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States",McDonald's - North,,2/15/19 18:30,2/15/19 18:39,16.0,no,,43.0655305,-87.8791679
2401,2/15/19 18:14,1,Lapham,Brady and Prospect,2/15/19 18:46,,,,no,No show,37.835275,-122.2626158
2402,2/15/19 18:14,1,Knuckleheads,Sandburg,2/15/19 18:14,,,,yes,I've had a change in my plans,39.1204995,-94.54878339999999
2403,2/15/19 18:14,1,"2924 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",Klotsche,2/15/19 18:21,,,,yes,I'm not ready to go,43.071549,-87.883833
2404,2/15/19 18:14,2,Library,"3358 North Cambridge Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 18:30,2/15/19 18:37,15.0,no,,37.0337324,-95.6201243
2405,2/15/19 18:14,2,Sandburg,"2727 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 18:26,2/15/19 18:34,11.0,no,,41.6495472,-87.8550727
2406,2/15/19 18:15,2,"1869 North Cambridge Avenue, Milwaukee, Wisconsin 53202, United States",Union North,,2/15/19 18:34,2/15/19 18:43,19.0,no,,43.0559556,-87.8927501
2407,2/15/19 18:15,2,Knuckleheads,Sandburg,,2/15/19 18:25,2/15/19 18:28,10.0,no,,39.1204995,-94.54878339999999
2408,2/15/19 18:15,1,Library,"1805 East Park Place, Milwaukee, Wisconsin 53211, United States",,2/15/19 18:30,2/15/19 18:35,14.0,no,,37.0337324,-95.6201243
2409,2/15/19 18:16,2,Starbucks - Downer,Cambridge Commons,,2/15/19 18:41,2/15/19 18:45,25.0,no,,43.065046,-87.878266
2410,2/15/19 18:16,1,EMS Parking,"2588 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 18:32,2/15/19 18:39,16.0,no,,43.0759943,-87.8859982
2411,2/15/19 18:19,2,"1825 East Lafayette Place, Milwaukee, Wisconsin 53202, United States",Metro Market Shorewood,,2/15/19 18:41,2/15/19 18:53,21.0,no,,43.0564174,-87.8880394
2412,2/15/19 18:19,1,"2968 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",Klotsche,,2/15/19 18:29,2/15/19 18:37,10.0,no,,43.0725196,-87.88752470000001
2413,2/15/19 18:19,1,"3107 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",Zelazo Parking,,2/15/19 18:32,2/15/19 18:35,12.0,no,,43.074891,-87.889454
2414,2/15/19 18:20,1,"3209 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States","1902 East Linnwood Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 18:27,2/15/19 18:31,7.0,no,,43.0759628,-87.8893191
2415,2/15/19 18:21,1,"2555 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",Metro Market Shorewood,,2/15/19 18:47,2/15/19 18:53,26.0,no,,43.0651249,-87.8883798
2416,2/15/19 18:21,1,"3552 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","Colectivo Coffee, 2211 N Prospect Ave, Milwaukee, Wisconsin, United States, 53202",,2/15/19 18:36,2/15/19 18:50,15.0,no,,43.0831632,-87.8872872
2417,2/15/19 18:22,1,Lapham,"1806 East Park Place, Milwaukee, Wisconsin 53211, United States",,2/15/19 18:47,2/15/19 18:50,24.0,no,,37.835275,-122.2626158
2418,2/15/19 18:23,2,"2917 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",Klotsche,2/15/19 18:33,,,,yes,Wait time is too long,43.071441,-87.883354
2419,2/15/19 18:23,3,"3117 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",Cambridge Commons,2/15/19 18:23,,,,yes,I've had a change in my plans,43.0751295,-87.88929929999999
2420,2/15/19 18:23,1,"2636 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",Union North,2/15/19 18:23,,,,yes,I've had a change in my plans,43.0670046,-87.8875364
2421,2/15/19 18:24,2,"2636 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",Union North,,2/15/19 18:33,2/15/19 18:36,8.0,no,,43.0670046,-87.8875364
2422,2/15/19 18:26,1,"2915 North Booth Street, Milwaukee, Wisconsin 53212, United States",Zelazo Front,2/15/19 18:27,,,,yes,I'm not ready to go,43.07151289999999,-87.9044882
2423,2/15/19 18:29,1,"2320 East Belleview Place, Milwaukee, Wisconsin 53211, United States",Cambridge Commons,2/15/19 18:29,,,,yes,I'm not ready to go,43.0662057,-87.8810706
2424,2/15/19 18:29,3,Kenilworth,"2511 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 18:45,2/15/19 18:47,15.0,no,,40.6764911,-74.2907032
2425,2/15/19 18:29,2,"2857 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/15/19 18:47,2/15/19 18:52,17.0,no,,43.070668,-87.87838599999999
2426,2/15/19 18:30,1,"1728 East Newport Avenue, Milwaukee, Wisconsin 53211, United States","2965 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 18:40,2/15/19 18:42,9.0,no,,43.079591,-87.8880425
2427,2/15/19 18:31,2,"Boswell Book Company, 2559 N Downer Ave, Milwaukee, Wisconsin, United States, 53211",Goodwill - Oakland,,2/15/19 18:46,2/15/19 18:50,14.0,no,,43.0651811,-87.8782598
2428,2/15/19 18:31,1,"225 E Capitol Dr, Milwaukee, WI 53212, USA","2750 N Murray Ave, Milwaukee, WI 53211, USA",,2/15/19 18:55,2/15/19 19:13,23.0,no,,43.0888049,-87.9088799
2429,2/15/19 18:33,2,"2917 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",Klotsche,2/15/19 18:34,,,,yes,It took too long to receive my ETA,43.071441,-87.883354
2430,2/15/19 18:34,1,"2862 N Doctor M.L.K. Jr Dr, Milwaukee, WI 53212, USA","2320 East Bradford Avenue, Milwaukee, Wisconsin 53211, United States",2/15/19 18:34,,,,yes,It took too long to receive my ETA,43.0707959,-87.913503
2431,2/15/19 18:34,2,"2917 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",Klotsche,,2/15/19 18:44,2/15/19 18:50,10.0,no,,43.071441,-87.883354
2432,2/15/19 18:34,1,"2218 North Summit Avenue, Milwaukee, Wisconsin 53211, United States","3314 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/15/19 18:46,2/15/19 18:53,12.0,no,,43.05836,-87.883319
2433,2/15/19 18:34,1,"2915 North Booth Street, Milwaukee, Wisconsin 53212, United States",Zelazo Front,,2/15/19 19:02,2/15/19 19:08,27.0,no,,43.07151289999999,-87.9044882
2434,2/15/19 18:35,2,"2917 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",Klotsche,2/15/19 18:43,,,,yes,It took too long to receive my ETA,43.071441,-87.883354
2435,2/15/19 18:36,1,"415 East Vine Street, Milwaukee, Wisconsin 53212, United States",Sandburg,,2/15/19 18:58,2/15/19 19:10,22.0,no,,43.053269,-87.90754439999999
2436,2/15/19 18:38,1,Library,"1824 East Park Place, Milwaukee, Wisconsin 53211, United States",,2/15/19 18:59,2/15/19 19:12,20.0,no,,37.0337324,-95.6201243
2437,2/15/19 18:39,1,"3975 North Cramer Street, Milwaukee, Wisconsin 53211, United States","3473 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 19:37,2/15/19 19:41,58.0,no,,43.0889669,-87.8865957
2438,2/15/19 18:40,3,Blaze Pizza,Sandburg,,2/15/19 18:51,2/15/19 18:54,10.0,no,,37.731698,-97.2062677
2439,2/15/19 18:40,1,"2862 N Doctor M.L.K. Jr Dr, Milwaukee, WI 53212, USA","2320 East Bradford Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 19:05,2/15/19 19:16,24.0,no,,43.0707959,-87.913503
2440,2/15/19 18:40,1,"2320 East Belleview Place, Milwaukee, Wisconsin 53211, United States",Cambridge Commons,2/15/19 18:59,,,,yes,I've had a change in my plans,43.0662057,-87.8810706
2441,2/15/19 18:41,5,"Ian's Pizza, 2035 E North Ave, Milwaukee, Wisconsin, United States, 53202",Cambridge Commons,2/15/19 18:46,,,,yes,I'm not ready to go,43.0599374,-87.884303
2442,2/15/19 18:41,1,"3975 North Cramer Street, Milwaukee, Wisconsin 53211, United States","2213 East Kenwood Boulevard, Milwaukee, Wisconsin 53211, United States",,2/15/19 18:56,2/15/19 19:00,14.0,no,,43.0889669,-87.8865957
2443,2/15/19 18:42,2,Thai Kitchen,Sandburg,2/15/19 18:42,,,,yes,I'm not ready to go,37.5334834,-95.8323684
2444,2/15/19 18:42,1,Sandburg,"2949 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 18:56,2/15/19 18:59,14.0,no,,41.6495472,-87.8550727
2445,2/15/19 18:43,1,Klotsche,"2944 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 19:03,2/15/19 19:07,20.0,no,,43.0803017,-87.87960439999999
2446,2/15/19 18:45,5,Culver's,Sandburg,,2/15/19 19:03,2/15/19 19:09,18.0,no,,37.14071149999999,-94.4740625
2447,2/15/19 18:46,1,"1111 East Capitol Drive, Milwaukee, Wisconsin 53211, United States","3400 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",2/15/19 18:46,,,,yes,I'm not ready to go,43.0885533,-87.8960329
2448,2/15/19 18:46,5,Culver's,Sandburg,2/15/19 18:47,,,,yes,It took too long to receive my ETA,37.14071149999999,-94.4740625
2449,2/15/19 18:47,3,Purin Hall,Metro Market Shorewood,,2/15/19 19:11,2/15/19 19:29,24.0,no,,43.0749396,-87.87765639999999
2450,2/15/19 18:47,1,Arch Court,"2526 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 19:02,2/15/19 19:09,15.0,no,,40.4570049,-80.00896259999999
2451,2/15/19 18:48,1,Klotsche,"2612 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 18:59,2/15/19 19:00,11.0,no,,43.0803017,-87.87960439999999
2452,2/15/19 18:48,2,Sandburg,"Blaze Pizza, 2907 N Oakland Ave, Milwaukee, Wisconsin, United States, 53211",2/15/19 18:49,,,,yes,I'm not ready to go,41.6495472,-87.8550727
2453,2/15/19 18:49,1,Lapham,"2545 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",2/15/19 19:00,,,,yes,He just pass me,37.835275,-122.2626158
2454,2/15/19 18:49,1,Sandburg,"1824 East Park Place, Milwaukee, Wisconsin 53211, United States",2/15/19 18:54,,,,yes,I'm not ready to go,41.6495472,-87.8550727
2455,2/15/19 18:49,1,Ian's,"2639 North Oakland Avenue, Milwaukee, Wisconsin",,2/15/19 19:03,2/15/19 19:14,13.0,no,,36.0479084,-95.77915759999999
2456,2/15/19 18:50,2,"The Halal Guys, 3133 N Oakland Ave, Milwaukee, Wisconsin 53211, United States",Riverview,,2/15/19 19:05,2/15/19 19:15,14.0,no,,43.07546900000001,-87.8880753
2457,2/15/19 18:51,1,Cambridge Commons,"2576 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 19:19,2/15/19 19:28,27.0,no,,42.3820947,-71.11949899999999
2458,2/15/19 18:52,2,Sandburg,"Blaze Pizza, 2907 N Oakland Ave, Milwaukee, Wisconsin, United States, 53211",,2/15/19 19:11,2/15/19 19:14,19.0,no,,41.6495472,-87.8550727
2459,2/15/19 18:52,4,Sandburg,Culver's,,2/15/19 18:57,2/15/19 19:03,5.0,no,,41.6495472,-87.8550727
2460,2/15/19 18:53,3,Sandburg,Goodwill - Oakland,2/15/19 18:54,,,,yes,I've had a change in my plans,41.6495472,-87.8550727
2461,2/15/19 18:53,1,Sandburg,WalgreensÛÒOakland,2/15/19 18:56,,,,yes,I'm not ready to go,41.6495472,-87.8550727
2462,2/15/19 18:55,1,Library,CVSÛÒBrady,,2/15/19 19:04,2/15/19 19:15,8.0,no,,37.0337324,-95.6201243
